Date/Time,northShading_Flr1,eastShading_Flr1,southShading_Flr1,westShading_Flr1,northShading_Flr2,eastShading_Flr2,southShading_Flr2,westShading_Flr2,northShading_Flr3,eastShading_Flr3,southShading_Flr3,westShading_Flr3,northShading_Flr4,eastShading_Flr4,southShading_Flr4,westShading_Flr4
,0.6792848736137581,0.6654715418353854,0.5970581968477937,0.6812792330212653,0.66313335742511,0.5505584431840872,0.48372228181140187,0.6058544883172813,0.5825209793687325,0.38183268415463256,0.3573658217860697,0.4241200949245314,0.35563583417238,0.15129372652131345,0.1772060225355061,0.17941882935283815
