Date/Time,FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE7:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE8:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE2_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE4_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE7_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR1_ROOM1..FACE8_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE8:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE1_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE4_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE5_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR1_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE8_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE8:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE1_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE4_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE5_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR2_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE8_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE8:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE10:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE1_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE4_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE5_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual),FLR3_GROUP15_BUILDING5_FLOOR2_ROOM1..FACE8_GLZ0:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Annual) 
,12.471666105311039,14.472422201098187,21.274789018267968,28.59809895393584,12.8012631839499,21.363286252973489,22.404547024794085,36.79453390654664,16.95385034286572,27.740876138923203,37.473159584768257,12.944178840080001,26.418872768226085,30.100681268867615,47.14377574746029,13.445946869064608,25.431148986225496,39.8002601921612,51.44057855553995,14.411943607447992,38.60020599248645,41.40083858047463,58.68198552451115,16.66356955812036,49.0322269434571,56.97824977306124,75.45887715174908,23.258063106605,121.63176369372828,55.002096689560989,56.840843133991729,75.13323429111657,25.719632765720257 
