,Flr1AR_North,Flr1AR_East,Flr1AR_South,Flr1AR_West,Flr1AR_Roof,Flr1AR_Floor,Flr2AR_North,Flr2AR_East,Flr2AR_South,Flr2AR_West,Flr2AR_Roof,Flr2AR_Floor,Flr3AR_North,Flr3AR_East,Flr3AR_South,Flr3AR_West,Flr3AR_Roof,Flr3AR_Floor,Flr4AR_North,Flr4AR_East,Flr4AR_South,Flr4AR_West,Flr4AR_Roof,Flr4AR_Floor
0,0.75,0.5,0.5,0.5,0.0,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.75,0.5,0.5,0.5,0.0,0.0
